date,commodity,unit,min_price_npr,max_price_npr,avg_price_npr
2026-05-24,घिउ सिमी(लोकल),के.जी.,40.0,50.0,45.0
2026-05-24,घिउ सिमी(हाइब्रीड),केजी,50.0,60.0,55.0
2026-05-24,घिरौला,के.जी.,25.0,35.0,30.0
2026-05-24,चमसूरको साग,के.जी.,100.0,120.0,110.0
2026-05-24,चिचिण्डो,के.जी.,25.0,35.0,30.0
2026-05-24,चुकुन्दर,के.जी.,50.0,60.0,55.0
2026-05-24,च्याउ(कन्य),के.जी.,200.0,240.0,222.5
2026-05-24,च्याउ(डल्ले),के जी,400.0,430.0,415.0
2026-05-24,छ्यापी सुकेको,के.जी.,120.0,140.0,130.0
2026-05-24,जिरीको साग,के.जी.,90.0,100.0,95.0
2026-05-24,तामा,के.जी.,130.0,150.0,140.0
2026-05-24,तितो करेला,के.जी.,30.0,50.0,40.0
2026-05-24,तोफु,के.जी.,130.0,150.0,140.0
2026-05-24,तोरीको साग,के.जी.,30.0,40.0,35.0
2026-05-24,न्यूरो,के.जी.,70.0,80.0,75.0
2026-05-24,परवर(तराई),केजी,40.0,45.0,42.5
2026-05-24,परवर(लोकल),के.जी.,40.0,50.0,45.0
2026-05-24,पार्सले,के.जी.,250.0,300.0,275.0
2026-05-24,पालूगो साग,के.जी.,100.0,120.0,110.0
2026-05-24,पिंडालू,के.जी.,40.0,50.0,45.0
2026-05-24,पुदीना,के.जी.,90.0,110.0,100.0
2026-05-24,प्याज सुकेको (भारतीय),के.जी.,35.0,38.0,36.25
2026-05-24,प्याज हरियो,के.जी.,100.0,120.0,110.0
2026-05-24,फर्सी पाकेको,के.जी.,50.0,60.0,55.0
2026-05-24,फर्सी हरियो(लाम्चो),के.जी.,30.0,40.0,35.0
2026-05-24,बन्दा(लोकल),के.जी.,30.0,40.0,35.0
2026-05-24,बोडी(तने),के.जी.,20.0,40.0,32.5
2026-05-24,ब्रोकाउली,के.जी.,50.0,60.0,55.0
2026-05-24,भटमासकोशा,के.जी.,120.0,130.0,125.0
2026-05-24,भन्टा डल्लो,के.जी.,35.0,45.0,40.0
2026-05-24,भन्टा लाम्चो,के.जी.,35.0,50.0,42.5
2026-05-24,भिण्डी,के.जी.,30.0,40.0,35.0
2026-05-24,भेडे खु्र्सानी,के.जी.,40.0,60.0,50.0
2026-05-24,मकै बोडी,केजी,60.0,70.0,65.0
2026-05-24,मेथीको साग,के.जी.,100.0,120.0,110.0
2026-05-24,राजा च्याउ,के.जी.,280.0,300.0,290.0
2026-05-24,रातो आलु(गोलो),के जी,26.0,28.0,27.0
2026-05-24,रातो बन्दा,के.जी.,35.0,40.0,37.5
2026-05-24,रायो साग,के.जी.,60.0,70.0,65.0
2026-05-24,लसुन सुकेको चाइनिज,के.जी.,170.0,190.0,180.0
2026-05-24,लसुन सुकेको नेपाली,के.जी.,90.0,120.0,105.0
2026-05-24,लसुन हरियो,के.जी.,180.0,200.0,185.5
2026-05-24,लौका,के.जी.,25.0,35.0,30.0
2026-05-24,सखरखण्ड,के.जी.,60.0,70.0,65.0
2026-05-24,सजिवन,के.जी.,100.0,120.0,110.0
2026-05-24,सिताके च्याउ,के.जी.,800.0,1000.0,900.0
2026-05-24,सेतो मूला(हाइब्रीड),केजी,15.0,30.0,21.25
2026-05-24,सेलरी,के.जी.,120.0,140.0,130.0
2026-05-24,सौफको साग,के.जी.,100.0,120.0,110.0
2026-05-24,हरियो धनिया,के.जी.,50.0,80.0,70.0
2026-05-24,हरियो फर्सी(डल्लो),केजी,20.0,30.0,25.0
